text_clean,sentiment_numeric,word_count,num_stop_words,num_chars,num_punctuation_chars,category_gaming,category_movies,category_music,category_technology,hour,weekday,month,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy
thanks to super 35,1,4,1,20,0,0.0,0.0,1.0,0.0,14,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234 - 244 ee portion adipoliramzan's expressions electrifying moves song and choreocoordination ,1,13,1,107,4,0.0,0.0,1.0,0.0,14,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ഓണ ഈ song തകകയനന പറയൻ പറഞഞ..... ,0,7,0,44,5,0.0,0.0,1.0,0.0,14,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onam thooki,1,2,0,12,0,0.0,0.0,1.0,0.0,14,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ഏത മഡ ഊബയ മഡ വണ പടട ,0,7,0,31,0,0.0,0.0,1.0,0.0,14,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
powli modu,1,2,0,11,0,0.0,0.0,1.0,0.0,14,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
advance  happy onam,1,4,0,21,0,0.0,0.0,1.0,0.0,14,4,7,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222
happy to be a small part of this project,1,9,5,40,0,0.0,0.0,1.0,0.0,14,4,7,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.2
കഷണ മഡ,0,2,0,13,0,0.0,0.0,1.0,0.0,14,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional love for gouri ,1,5,1,31,0,0.0,0.0,1.0,0.0,14,4,7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
adipoli ,1,2,0,9,0,0.0,0.0,1.0,0.0,14,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adipoliii ,1,2,0,14,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ഐവ....!! ഓണ ഈ ഐററ തകകമലല.... അടപള.....  ഏത മഡ ഓണ മഡ...,1,11,0,92,20,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onam hit mood,0,3,0,13,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
fejooo vedanum madanumokke evane kand padikanam ,1,7,0,52,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141 ,0,2,0,6,1,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waahh scene mood shwetha poornima sherin kalapila,1,7,0,55,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ithu poli mood. fejo sabareesh varma ramzan ,1,8,0,50,1,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adypoli.... super..,1,2,0,19,6,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ee ramzane okke aara nayakan aakkanee,0,6,0,46,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adi poli,0,2,0,9,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ഒലകട മഡ,1,2,0,13,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ബബ ബബ coppy ano,0,4,0,23,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onam settt,0,2,0,10,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259 ith baby baby allewith pipi sound,0,7,0,42,3,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
bibin ashok ,1,3,0,15,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olakkada mood,0,2,0,13,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
കരള മതത ഇന സഹസ മഡലകക ,0,6,0,41,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025 onam ee song thooki - pwoli vibe... get ready for trending worldwide rinish and team!,1,16,2,90,5,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
fejo vinayak sasikumar combo. motham colorful vibes ,1,8,0,56,1,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fejo ,1,2,0,8,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jaazir clicksseth mood poli mood,1,5,0,35,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
കലകക. waiting,0,2,0,15,1,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pwoli mood. best of luck dear ramzan ,1,8,1,41,1,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.2
itu onam season etumbol oru kettam kerum ,0,8,0,42,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onam 2025 song and reels readyeth mood onam mood,1,9,1,53,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramzan..keep rocking broyou are talented artistkeri varatte eth mood,1,9,1,77,2,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
directed by ramzanyour choreo and performancethis songeth mood sahasam movie loading..waiting ,1,12,2,105,2,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trending mood..,0,2,0,15,2,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chumma kidukki. ramzan moves. fejo vere level. visuals kidu,0,9,0,59,3,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
mood mood,0,2,0,9,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lyrics very bad,-1,3,1,15,0,0.0,0.0,1.0,0.0,13,4,7,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
ramzaaneepower packed choreo and dance ee onam eth mood thookkiireels on the way,1,13,3,84,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
spr wow,1,2,0,9,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adavance happy onam,1,3,0,24,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
കളളലല ,-1,2,0,11,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramzan on fire,1,3,1,17,0,0.0,0.0,1.0,0.0,13,4,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trend mood,1,2,0,13,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ramzanfejo onam eth moodtrending,1,4,0,39,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
power sadanam ,1,3,0,18,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ഏത മഡ?  thank you bibin ashok for onam mood ,1,11,2,50,1,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
തരവവണ രവന ശഷ ഒര അടപള ഓണപടട ഈ ഓണതതന ഉളളത ആയ ,0,11,0,69,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 adipoli super proud of you guys,1,7,2,36,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
onam pwoli mood aayi ,1,5,0,23,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not upto the mark. feeling no vibe or some bahalam only.,-1,11,5,56,2,0.0,0.0,1.0,0.0,13,4,7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
fejo poli eth mood onam mood,1,6,0,29,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ഇത കലകക ..,1,3,0,16,2,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ഏത മഡ സഹസ മഡ  pwoli vibe ,1,8,0,34,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poli mood music,1,3,0,16,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
adipoli.....wibe song,0,2,0,21,5,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ഈ ഓണ തകക ,1,4,0,16,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poli mood ,1,3,0,11,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 adhu polichu,1,3,0,16,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
കളള നലല മഞചയ music തനന  ഇത ഓണ പടട എനനകക പറഞഞ ഓണതതന അപമനകകത മലരകള... ,0,15,0,106,3,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
ഈ ഓണ ഈ പടട കണട പയ.. ,0,7,0,30,2,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nice ,1,2,0,6,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
അടപള പടട!! ഓണ കറചച നരതത വനന?,0,6,0,43,3,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thengada mood powli powli mood ,1,6,0,34,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onam paripadi thudangi,1,3,0,25,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onam mood,1,2,0,10,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onam mood,1,2,0,11,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fejo ramzan onam thooki ,0,5,0,25,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onam vibe at its peak ,1,6,2,24,0,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ഏത മട ..ഓണ മട .....അടപള പടട ..ഓണ സഹസ തകകമ,0,9,0,60,9,0.0,0.0,1.0,0.0,13,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no more wait for sahasam mood ,1,7,3,33,0,0.0,0.0,1.0,0.0,12,4,7,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
  onam mood ,1,5,0,15,0,0.0,0.0,1.0,0.0,12,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethu mood onam mood ,1,5,0,22,0,0.0,0.0,1.0,0.0,12,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onam mood ,1,3,0,12,0,0.0,0.0,1.0,0.0,12,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fejo powli onam song thooki,0,5,0,27,0,0.0,0.0,1.0,0.0,12,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"this onam, onam mood thuki. ",1,6,1,29,2,0.0,0.0,1.0,0.0,12,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ഓണ മഡ ,1,3,0,12,0,0.0,0.0,1.0,0.0,12,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yeth mood ,1,3,0,12,0,0.0,0.0,1.0,0.0,12,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
but why,0,2,2,7,0,0.0,0.0,1.0,0.0,12,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
you said 𝘴𝘩𝘢𝘬𝘺 𝘴𝘩𝘢𝘬𝘺? all we heard is vibey vibey! ,0,11,4,52,2,0.0,0.0,1.0,0.0,12,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appreciating beauty has rules she must be fair and good looking also a fit body with perfect waist isn't that objectifying women,1,22,8,128,1,0.0,0.0,1.0,0.0,4,4,9,0.0,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.25
12 sept ko kon dekh rha hai,0,7,0,27,0,0.0,0.0,1.0,0.0,3,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
very nice ,1,3,1,19,0,0.0,0.0,1.0,0.0,3,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love from assam,1,3,1,33,0,0.0,0.0,1.0,0.0,2,4,9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
aisa chanta marunga na agar billie eilish ko compare kiya toh she is the best. ,-1,16,3,80,1,0.0,0.0,1.0,0.0,1,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12 sept kon kon dekh rakha hai pls comment guys,1,10,0,49,0,0.0,0.0,1.0,0.0,1,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12 sept ko kon kon sun rha hai ,1,9,0,33,0,0.0,0.0,1.0,0.0,1,4,9,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
today anyone one,0,3,0,18,0,0.0,0.0,1.0,0.0,0,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kon kon instagram se sun ke aaya hai ,0,9,0,39,0,0.0,0.0,1.0,0.0,0,4,9,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
love from assam ,1,4,1,18,0,0.0,0.0,1.0,0.0,0,4,9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
12 september 2025 ko ko koinobori dekh rha hai,1,9,0,50,0,0.0,0.0,1.0,0.0,0,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ye song very best song nice song ,1,8,0,37,0,0.0,0.0,1.0,0.0,22,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
me 09122025,1,2,1,22,0,0.0,0.0,1.0,0.0,21,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
today anyone listening this  ,0,6,1,31,0,0.0,0.0,1.0,0.0,21,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031 to,0,2,1,7,1,0.0,0.0,1.0,0.0,19,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best in 030 to 100,0,5,2,20,2,0.0,0.0,1.0,0.0,19,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love from west bengal ,1,5,1,25,0,0.0,0.0,1.0,0.0,19,3,9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
anyone after sundari...?,0,3,1,24,4,0.0,0.0,1.0,0.0,18,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banjara chora,1,2,0,15,0,0.0,0.0,1.0,0.0,18,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
my intial starting in hindi music. i dont know how many people will support new artist. but we need your support..,0,21,8,114,4,0.0,0.0,1.0,0.0,18,3,9,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
vibee to hai love from pakistan,1,6,2,31,0,0.0,0.0,1.0,0.0,18,3,9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
love from bangladesh 3.3,1,4,1,24,1,0.0,0.0,1.0,0.0,18,3,9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
riya bihar tembihar ,0,4,0,63,0,0.0,0.0,1.0,0.0,17,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone 1072113,0,2,0,16,0,0.0,0.0,1.0,0.0,17,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236 ,1,2,0,6,1,0.0,0.0,1.0,0.0,17,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no song can be as chutiya as this song is. burnt my ears. chutiyaa_song,-1,14,7,72,2,0.0,0.0,1.0,0.0,17,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
over rated song,-1,3,1,15,0,0.0,0.0,1.0,0.0,17,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
september 11 kon kon dekh raha hai,1,7,0,35,0,0.0,0.0,1.0,0.0,17,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone today ,-1,3,0,15,0,0.0,0.0,1.0,0.0,17,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tu majha king king king . love from pune.,1,9,1,45,2,0.0,0.0,1.0,0.0,17,3,9,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
isse acha gulabi sadi wali ko lete bhai,0,8,0,39,0,0.0,0.0,1.0,0.0,17,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
usko chod ke baki sb ache hai bawa,0,8,0,34,0,0.0,0.0,1.0,0.0,17,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
mujhe ladki pasand nhi ayi ,0,6,0,28,0,0.0,0.0,1.0,0.0,17,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it has a afro beat vibes ,1,7,3,26,0,0.0,0.0,1.0,0.0,16,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gulabi sadi or shaky which is better,0,7,3,36,0,0.0,0.0,1.0,0.0,16,3,9,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
bahut pyara gana hai aisa aapko lagta hai puri india mein viral hone wala ek hi gana ek number ,0,20,0,113,0,0.0,0.0,1.0,0.0,16,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
any one today 11 shaky shaky,1,6,1,30,0,0.0,0.0,1.0,0.0,16,3,9,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
nice dance,1,2,0,89,0,0.0,0.0,1.0,0.0,16,3,9,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
anyone after sundari ,0,4,1,24,0,0.0,0.0,1.0,0.0,16,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
why the f is this song in my fred,-1,9,6,33,0,0.0,0.0,1.0,0.0,16,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
making this song is non bailable crime,-1,7,2,38,0,0.0,0.0,1.0,0.0,16,3,9,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
worst song of this decade,-1,5,2,25,0,0.0,0.0,1.0,0.0,16,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
so irritating song....,-1,3,1,22,4,0.0,0.0,1.0,0.0,16,3,9,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
isha ,1,2,0,6,0,0.0,0.0,1.0,0.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11september2025 anyone?,0,2,0,25,1,0.0,0.0,1.0,0.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone october,0,2,0,14,0,0.0,0.0,1.0,0.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
record of most reeled song ,1,6,2,28,0,0.0,0.0,1.0,0.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sundari flop hoga dekhna,0,4,0,24,0,0.0,0.0,1.0,0.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
after sundari ,1,3,1,17,0,0.0,0.0,1.0,0.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haha  wow,1,3,0,10,0,0.0,0.0,1.0,0.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone in 2025,1,3,1,16,0,0.0,0.0,1.0,0.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"it is so catchy, don't know why am i hearing this song for the first time.",1,16,10,74,3,0.0,0.0,1.0,0.0,15,3,9,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
 105,1,2,0,10,1,0.0,0.0,1.0,0.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutest songs ,1,3,0,20,0,0.0,0.0,1.0,0.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
final wo all,0,3,1,12,0,0.0,0.0,1.0,0.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.38 ,1,2,0,6,1,0.0,0.0,1.0,0.0,14,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90 semptber ,1,3,0,22,0,0.0,0.0,1.0,0.0,14,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perfect song all in one,1,5,2,23,0,0.0,0.0,1.0,0.0,14,3,9,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
wow what a song   ,1,7,2,21,0,0.0,0.0,1.0,0.0,14,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone in september,0,3,1,19,0,0.0,0.0,1.0,0.0,14,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
my fevret song ,1,4,1,17,0,0.0,0.0,1.0,0.0,14,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
name name name,0,3,0,14,0,0.0,0.0,1.0,0.0,14,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11 september 2025,0,3,0,17,0,0.0,0.0,1.0,0.0,13,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone in 2026,0,3,1,16,0,0.0,0.0,1.0,0.0,13,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
any today,1,2,1,11,0,0.0,0.0,1.0,0.0,13,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teak elk2l,0,2,0,10,0,0.0,0.0,1.0,0.0,13,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i love this song  ,1,6,2,21,0,0.0,0.0,1.0,0.0,13,3,9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
best song,1,2,0,10,0,0.0,0.0,1.0,0.0,13,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wow ,1,2,0,11,0,0.0,0.0,1.0,0.0,13,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
what is shaky shaky???,0,4,2,22,3,0.0,0.0,1.0,0.0,12,3,9,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
𝚂𝚞𝚙𝚎𝚛 𝚜𝚘𝚗𝚐,0,2,0,10,0,0.0,0.0,1.0,0.0,12,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11 sep,0,2,0,7,0,0.0,0.0,1.0,0.0,12,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aaj koy hai ,1,4,0,13,0,0.0,0.0,1.0,0.0,12,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one namber ,1,3,0,13,0,0.0,0.0,1.0,0.0,12,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i love this song ,1,5,2,18,0,0.0,0.0,1.0,0.0,12,3,9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
